 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2025 |      220599 | MARCELO BEZERRA CRIVELLA                            | Institucional e juridico    |        96 |        52 |          0 |         148
      2026 |      220599 | MARCELO BEZERRA CRIVELLA                            | Institucional e juridico    |        23 |        16 |          0 |          39
      2023 |      220599 | MARCELO BEZERRA CRIVELLA                            | Internacional               |         1 |         9 |          0 |          10
      2024 |      220599 | MARCELO BEZERRA CRIVELLA                            | Internacional               |         3 |         3 |          0 |           6
      2025 |      220599 | MARCELO BEZERRA CRIVELLA                            | Internacional               |         8 |         7 |          0 |          15
      2026 |      220599 | MARCELO BEZERRA CRIVELLA                            | Internacional               |         2 |         1 |          0 |           3
      2023 |      220599 | MARCELO BEZERRA CRIVELLA                            | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      220599 | MARCELO BEZERRA CRIVELLA                            | Seguranca                   |        23 |        12 |          0 |          35
      2025 |      220599 | MARCELO BEZERRA CRIVELLA                            | Seguranca                   |        24 |        16 |          0 |          40
      2026 |      220599 | MARCELO BEZERRA CRIVELLA                            | Seguranca                   |        12 |         8 |          0 |          20
      2023 |      220599 | MARCELO BEZERRA CRIVELLA                            | Social                      |        26 |        22 |          0 |          48
      2024 |      220599 | MARCELO BEZERRA CRIVELLA                            | Social                      |        21 |        21 |          0 |          42
      2025 |      220599 | MARCELO BEZERRA CRIVELLA                            | Social                      |        76 |        49 |          2 |         127
      2026 |      220599 | MARCELO BEZERRA CRIVELLA                            | Social                      |        11 |        16 |          0 |          27
      2024 |      204433 | MARCELO CALERO FARIA GARCIA                         | Cultura e sociedade         |         0 |         3 |          0 |           3
      2023 |      204433 | MARCELO CALERO FARIA GARCIA                         | Economico                   |         6 |         4 |          0 |          10
      2024 |      204433 | MARCELO CALERO FARIA GARCIA                         | Economico                   |         1 |         3 |          0 |           4
      2024 |      204433 | MARCELO CALERO FARIA GARCIA                         | Infraestrutura e tecnologia |         1 |         0 |          0 |           1
      2023 |      204433 | MARCELO CALERO FARIA GARCIA                         | Institucional e juridico    |         1 |         1 |          0 |           2
      2024 |      204433 | MARCELO CALERO FARIA GARCIA                         | Institucional e juridico    |         0 |         3 |          0 |           3
      2023 |      204433 | MARCELO CALERO FARIA GARCIA                         | Social                      |         3 |         2 |          0 |           5
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Ambiental e energetico      |         8 |         2 |          0 |          10
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Cultura e sociedade         |         5 |         9 |          0 |          14
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Economico                   |        50 |        49 |          0 |          99
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Infraestrutura e tecnologia |         8 |        11 |          1 |          20
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Institucional e juridico    |        23 |        21 |          1 |          45
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Internacional               |         1 |         6 |          0 |           7
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Seguranca                   |         4 |         3 |          0 |           7
      2023 |      220634 | MARCELO DE LIMA FERNANDES                           | Social                      |        22 |        21 |          0 |          43
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Ambiental e energetico      |        12 |         7 |          0 |          19
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Ambiental e energetico      |        29 |        18 |          0 |          47
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Ambiental e energetico      |        37 |        22 |          0 |          59
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Ambiental e energetico      |         5 |         8 |          0 |          13
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Cultura e sociedade         |         9 |        11 |          0 |          20
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Cultura e sociedade         |        18 |        22 |          0 |          40
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Cultura e sociedade         |        10 |         2 |          0 |          12
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Economico                   |        67 |        69 |          0 |         136
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Economico                   |        92 |        92 |          0 |         184
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Economico                   |        65 |        54 |          0 |         119
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Economico                   |        26 |        11 |          0 |          37
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Infraestrutura e tecnologia |         7 |         5 |          0 |          12
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Infraestrutura e tecnologia |        16 |         9 |          0 |          25
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Infraestrutura e tecnologia |        20 |        14 |          0 |          34
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Infraestrutura e tecnologia |         0 |         3 |          0 |           3
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Institucional e juridico    |        29 |        26 |          0 |          55
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Institucional e juridico    |        47 |        44 |          0 |          91
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Institucional e juridico    |        91 |        82 |          0 |         173
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Institucional e juridico    |        25 |        19 |          0 |          44
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Internacional               |         1 |         7 |          0 |           8
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Internacional               |         3 |         4 |          0 |           7
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Internacional               |         7 |         9 |          0 |          16
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Internacional               |         2 |         1 |          0 |           3
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Seguranca                   |         2 |         6 |          0 |           8
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Seguranca                   |        22 |        17 |          0 |          39
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Seguranca                   |        25 |        23 |          0 |          48
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Seguranca                   |        11 |        10 |          0 |          21
      2023 |      204512 | MARCELO EDUARDO FREITAS                             | Social                      |        17 |        29 |          0 |          46
      2024 |      204512 | MARCELO EDUARDO FREITAS                             | Social                      |        23 |        22 |          0 |          45
      2025 |      204512 | MARCELO EDUARDO FREITAS                             | Social                      |        82 |        67 |          0 |         149
      2026 |      204512 | MARCELO EDUARDO FREITAS                             | Social                      |        15 |        15 |          0 |          30
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Ambiental e energetico      |        10 |         3 |          0 |          13
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Ambiental e energetico      |        24 |        17 |          0 |          42
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Ambiental e energetico      |        23 |        17 |          0 |          40
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Ambiental e energetico      |         5 |         1 |          0 |           6
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Cultura e sociedade         |         8 |         5 |          0 |          15
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Cultura e sociedade         |         2 |         0 |          0 |           2
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Cultura e sociedade         |        23 |        17 |          0 |          40
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Cultura e sociedade         |         9 |         1 |          0 |          10
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Economico                   |        52 |        51 |          0 |         118
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Economico                   |        59 |        53 |          0 |         127
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Economico                   |        51 |        33 |          0 |          84
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Economico                   |        16 |         8 |          0 |          24
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Infraestrutura e tecnologia |        11 |         5 |          0 |          16
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Infraestrutura e tecnologia |        10 |         8 |          0 |          18
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Infraestrutura e tecnologia |        17 |         6 |          0 |          23
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Infraestrutura e tecnologia |         0 |         0 |          0 |           1
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Institucional e juridico    |        21 |        22 |          0 |          45
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Institucional e juridico    |        32 |        24 |          0 |          63
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Institucional e juridico    |        80 |        48 |          0 |         128
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Institucional e juridico    |        21 |         6 |          0 |          28
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Internacional               |         4 |         1 |          0 |           5
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Internacional               |         3 |         0 |          0 |           3
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Internacional               |         7 |         1 |          0 |           8
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Internacional               |         1 |         1 |          0 |           2
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Seguranca                   |         3 |         2 |          0 |           7
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Seguranca                   |        16 |         9 |          0 |          27
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Seguranca                   |        22 |        13 |          0 |          35
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Seguranca                   |         7 |         7 |          0 |          16
      2023 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Social                      |        14 |        16 |          0 |          42
      2024 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Social                      |         9 |         9 |          0 |          27
      2025 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Social                      |        66 |        33 |          0 |          99
      2026 |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS                      | Social                      |        14 |         8 |          0 |          22
      2023 |      133810 | MARCELO PIRES MORAES                                | Ambiental e energetico      |         8 |         4 |          0 |          12
      2024 |      133810 | MARCELO PIRES MORAES                                | Ambiental e energetico      |        17 |        10 |          0 |          28
      2025 |      133810 | MARCELO PIRES MORAES                                | Ambiental e energetico      |        29 |        26 |          0 |          55
      2026 |      133810 | MARCELO PIRES MORAES                                | Ambiental e energetico      |         6 |         3 |          0 |           9
      2023 |      133810 | MARCELO PIRES MORAES                                | Cultura e sociedade         |         4 |         3 |          0 |          13
      2024 |      133810 | MARCELO PIRES MORAES                                | Cultura e sociedade         |         2 |         0 |          0 |           2
      2025 |      133810 | MARCELO PIRES MORAES                                | Cultura e sociedade         |        18 |        23 |          0 |          41
      2026 |      133810 | MARCELO PIRES MORAES                                | Cultura e sociedade         |        10 |         0 |          0 |          10
      2023 |      133810 | MARCELO PIRES MORAES                                | Economico                   |        41 |        55 |          0 |         120
      2024 |      133810 | MARCELO PIRES MORAES                                | Economico                   |        72 |        50 |          0 |         145
      2025 |      133810 | MARCELO PIRES MORAES                                | Economico                   |        54 |        44 |          0 |         100
      2026 |      133810 | MARCELO PIRES MORAES                                | Economico                   |        23 |         8 |          0 |          31
      2023 |      133810 | MARCELO PIRES MORAES                                | Infraestrutura e tecnologia |         7 |         9 |          0 |          17
      2024 |      133810 | MARCELO PIRES MORAES                                | Infraestrutura e tecnologia |        13 |        12 |          0 |          25
      2025 |      133810 | MARCELO PIRES MORAES                                | Infraestrutura e tecnologia |        19 |        12 |          0 |          31
      2026 |      133810 | MARCELO PIRES MORAES                                | Infraestrutura e tecnologia |         0 |         0 |          0 |           1
      2023 |      133810 | MARCELO PIRES MORAES                                | Institucional e juridico    |        19 |        25 |          0 |          47
      2024 |      133810 | MARCELO PIRES MORAES                                | Institucional e juridico    |        31 |        22 |          0 |          61
      2025 |      133810 | MARCELO PIRES MORAES                                | Institucional e juridico    |        78 |        62 |          0 |         140
      2026 |      133810 | MARCELO PIRES MORAES                                | Institucional e juridico    |        29 |         9 |          0 |          39
      2023 |      133810 | MARCELO PIRES MORAES                                | Internacional               |         7 |         1 |          0 |           8
      2024 |      133810 | MARCELO PIRES MORAES                                | Internacional               |         3 |         2 |          0 |           5
      2025 |      133810 | MARCELO PIRES MORAES                                | Internacional               |         6 |         1 |          0 |           7
      2026 |      133810 | MARCELO PIRES MORAES                                | Internacional               |         1 |         2 |          0 |           3
      2023 |      133810 | MARCELO PIRES MORAES                                | Seguranca                   |         1 |         5 |          0 |           7
      2024 |      133810 | MARCELO PIRES MORAES                                | Seguranca                   |        22 |         9 |          0 |          33
      2025 |      133810 | MARCELO PIRES MORAES                                | Seguranca                   |        15 |         8 |          0 |          23
      2026 |      133810 | MARCELO PIRES MORAES                                | Seguranca                   |        11 |         7 |          0 |          20
      2023 |      133810 | MARCELO PIRES MORAES                                | Social                      |        15 |        15 |          0 |          42
      2024 |      133810 | MARCELO PIRES MORAES                                | Social                      |        15 |         9 |          0 |          34
      2025 |      133810 | MARCELO PIRES MORAES                                | Social                      |        58 |        59 |          0 |         117
      2026 |      133810 | MARCELO PIRES MORAES                                | Social                      |        16 |         7 |          0 |          23
      2023 |      156190 | MARCEL VAN HATTEM                                   | Ambiental e energetico      |        10 |         6 |          0 |          19
      2024 |      156190 | MARCEL VAN HATTEM                                   | Ambiental e energetico      |        26 |        18 |          0 |          46
      2025 |      156190 | MARCEL VAN HATTEM                                   | Ambiental e energetico      |        24 |        23 |          0 |          57
      2026 |      156190 | MARCEL VAN HATTEM                                   | Ambiental e energetico      |         6 |         7 |          0 |          13
      2023 |      156190 | MARCEL VAN HATTEM                                   | Cultura e sociedade         |        13 |         4 |          0 |          22
      2024 |      156190 | MARCEL VAN HATTEM                                   | Cultura e sociedade         |         3 |         0 |          0 |           3
      2025 |      156190 | MARCEL VAN HATTEM                                   | Cultura e sociedade         |        16 |        23 |          0 |          49
      2026 |      156190 | MARCEL VAN HATTEM                                   | Cultura e sociedade         |         9 |         3 |          0 |          12
      2023 |      156190 | MARCEL VAN HATTEM                                   | Economico                   |        65 |        61 |          0 |         160
      2024 |      156190 | MARCEL VAN HATTEM                                   | Economico                   |        96 |        62 |          0 |         171
      2025 |      156190 | MARCEL VAN HATTEM                                   | Economico                   |        51 |        50 |          0 |         119
      2026 |      156190 | MARCEL VAN HATTEM                                   | Economico                   |        19 |        17 |          0 |          36
      2023 |      156190 | MARCEL VAN HATTEM                                   | Infraestrutura e tecnologia |        12 |        10 |          0 |          23
      2024 |      156190 | MARCEL VAN HATTEM                                   | Infraestrutura e tecnologia |        14 |        11 |          0 |          25
      2025 |      156190 | MARCEL VAN HATTEM                                   | Infraestrutura e tecnologia |        18 |        13 |          0 |          37
      2026 |      156190 | MARCEL VAN HATTEM                                   | Infraestrutura e tecnologia |         1 |         2 |          0 |           3
      2023 |      156190 | MARCEL VAN HATTEM                                   | Institucional e juridico    |        29 |        29 |          0 |          69
      2024 |      156190 | MARCEL VAN HATTEM                                   | Institucional e juridico    |        48 |        28 |          0 |          79
      2025 |      156190 | MARCEL VAN HATTEM                                   | Institucional e juridico    |        77 |        79 |          0 |         166
      2026 |      156190 | MARCEL VAN HATTEM                                   | Institucional e juridico    |        26 |        14 |          0 |          40
      2023 |      156190 | MARCEL VAN HATTEM                                   | Internacional               |         7 |         3 |          0 |          10
      2024 |      156190 | MARCEL VAN HATTEM                                   | Internacional               |         4 |         1 |          0 |           5
      2025 |      156190 | MARCEL VAN HATTEM                                   | Internacional               |         8 |         2 |          0 |          17
      2026 |      156190 | MARCEL VAN HATTEM                                   | Internacional               |         1 |         2 |          0 |           3
      2023 |      156190 | MARCEL VAN HATTEM                                   | Seguranca                   |         1 |         5 |          0 |           8
      2024 |      156190 | MARCEL VAN HATTEM                                   | Seguranca                   |        22 |        11 |          0 |          35
      2025 |      156190 | MARCEL VAN HATTEM                                   | Seguranca                   |        22 |        17 |          0 |          42
      2026 |      156190 | MARCEL VAN HATTEM                                   | Seguranca                   |        13 |         6 |          0 |          21
      2023 |      156190 | MARCEL VAN HATTEM                                   | Social                      |        19 |        20 |          0 |          54
      2024 |      156190 | MARCEL VAN HATTEM                                   | Social                      |        24 |        11 |          0 |          45
      2025 |      156190 | MARCEL VAN HATTEM                                   | Social                      |        64 |        67 |          0 |         140
      2026 |      156190 | MARCEL VAN HATTEM                                   | Social                      |        15 |        15 |          0 |          30
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Ambiental e energetico      |         2 |         0 |          0 |           2
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Cultura e sociedade         |         6 |         3 |          0 |           9
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Economico                   |        34 |        13 |          2 |          49
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Infraestrutura e tecnologia |         8 |         5 |          0 |          13
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Institucional e juridico    |        13 |        13 |          0 |          26
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Internacional               |         4 |         1 |          0 |           5
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Seguranca                   |         4 |         0 |          0 |           4
      2023 |      226410 | MÁRCIO AURÉLIO CORRÊA                               | Social                      |        17 |        13 |          0 |          30
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Ambiental e energetico      |        13 |         5 |          0 |          18
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Ambiental e energetico      |        24 |        20 |          0 |          44
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Ambiental e energetico      |        25 |        18 |          0 |          43
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Ambiental e energetico      |         2 |         2 |          0 |           4
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Cultura e sociedade         |         9 |         6 |          1 |          16
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Cultura e sociedade         |        22 |        20 |          0 |          42
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Cultura e sociedade         |         8 |         1 |          0 |           9
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Economico                   |        71 |        47 |          2 |         120
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Economico                   |        89 |        86 |          0 |         175
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Economico                   |        57 |        39 |          0 |          96
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Economico                   |        20 |         7 |          0 |          27
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Infraestrutura e tecnologia |        13 |         9 |          0 |          22
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Infraestrutura e tecnologia |        14 |         9 |          0 |          23
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Infraestrutura e tecnologia |        17 |        12 |          0 |          29
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Institucional e juridico    |        38 |        27 |          1 |          66
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Institucional e juridico    |        39 |        32 |          0 |          71
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Institucional e juridico    |        58 |        48 |          0 |         106
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Institucional e juridico    |        23 |        16 |          0 |          39
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Internacional               |         2 |         3 |          0 |           5
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Internacional               |         5 |         5 |          0 |          10
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Internacional               |         1 |         1 |          0 |           2
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Seguranca                   |         2 |         5 |          0 |           7
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Seguranca                   |        22 |        11 |          0 |          33
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Seguranca                   |        10 |         4 |          0 |          14
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Seguranca                   |        12 |         9 |          0 |          21
      2023 |      150418 | MÁRCIO CARLOS MARINHO                               | Social                      |        19 |        20 |          0 |          39
      2024 |      150418 | MÁRCIO CARLOS MARINHO                               | Social                      |        21 |        17 |          0 |          38
      2025 |      150418 | MÁRCIO CARLOS MARINHO                               | Social                      |        62 |        44 |          0 |         106
      2026 |      150418 | MÁRCIO CARLOS MARINHO                               | Social                      |         8 |        12 |          0 |          20
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Ambiental e energetico      |         8 |         3 |          0 |          11
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Ambiental e energetico      |        19 |        12 |          0 |          31
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Ambiental e energetico      |        26 |        15 |          0 |          41
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Ambiental e energetico      |         4 |         6 |          0 |          10
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Cultura e sociedade         |         4 |         8 |          0 |          12
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Cultura e sociedade         |         0 |         2 |          0 |           2
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Cultura e sociedade         |        19 |        18 |          0 |          37
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Cultura e sociedade         |         5 |         3 |          0 |           8
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Economico                   |        63 |        54 |          0 |         117
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Economico                   |        69 |        69 |          0 |         138
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Economico                   |        60 |        37 |          0 |          97
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Economico                   |        18 |         9 |          0 |          27
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Infraestrutura e tecnologia |        11 |        12 |          0 |          23
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Infraestrutura e tecnologia |        16 |         4 |          0 |          20
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Infraestrutura e tecnologia |        16 |        10 |          0 |          26
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Institucional e juridico    |        23 |        24 |          0 |          47
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Institucional e juridico    |        28 |        20 |          0 |          48
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Institucional e juridico    |        68 |        42 |          0 |         110
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Institucional e juridico    |        13 |        12 |          0 |          25
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Internacional               |         0 |         6 |          0 |           6
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Internacional               |         3 |         3 |          0 |           6
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Internacional               |         5 |         6 |          0 |          11
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Internacional               |         1 |         1 |          0 |           2
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Seguranca                   |         0 |         4 |          0 |           4
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Seguranca                   |        18 |        12 |          0 |          30
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Seguranca                   |        14 |        10 |          0 |          24
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Seguranca                   |         6 |         9 |          0 |          15
      2023 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Social                      |        21 |        25 |          0 |          46
      2024 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Social                      |        18 |        16 |          0 |          34
      2025 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Social                      |        60 |        37 |          0 |          97
      2026 |      179001 | MARCIO DELLA VALLE BIOLCHI                          | Social                      |        11 |        12 |          0 |          23
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Ambiental e energetico      |         7 |         9 |          0 |          16
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Ambiental e energetico      |        22 |        24 |          0 |          46
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Ambiental e energetico      |        29 |        25 |          0 |          54
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Ambiental e energetico      |         7 |         5 |          0 |          12
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Cultura e sociedade         |         7 |        14 |          0 |          21
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Cultura e sociedade         |        25 |        21 |          0 |          46
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Cultura e sociedade         |         5 |         2 |          0 |           7
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Economico                   |        78 |        65 |          0 |         143
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Economico                   |        84 |        78 |          0 |         162
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Economico                   |        69 |        43 |          0 |         112
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Economico                   |        20 |        13 |          0 |          33
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Infraestrutura e tecnologia |        10 |        13 |          0 |          23
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Infraestrutura e tecnologia |        16 |         9 |          0 |          25
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Infraestrutura e tecnologia |        21 |        15 |          0 |          36
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Infraestrutura e tecnologia |         2 |         1 |          0 |           3
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Institucional e juridico    |        33 |        29 |          0 |          62
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Institucional e juridico    |        32 |        31 |          0 |          63
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Institucional e juridico    |        78 |        71 |          0 |         149
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Institucional e juridico    |        18 |        17 |          0 |          35
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Internacional               |         1 |         7 |          0 |           8
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Internacional               |         1 |         4 |          0 |           5
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Internacional               |         6 |         9 |          0 |          15
      2026 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Internacional               |         2 |         1 |          0 |           3
      2023 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Seguranca                   |         3 |         3 |          0 |           6
      2024 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Seguranca                   |        13 |        19 |          0 |          32
      2025 |       81055 | MÁRCIO JERRY SARAIVA BARROSO                        | Seguranca                   |        22 |        17 |          0 |          39
