Q2 complemento - tema mais atuante por deputado no periodo 2023-2026
Tema mais atuante por deputado - consolidado
id_deputado |                                nome |                           tema_mais_atuante | qtd_proposicoes | proposicoes_aprovadas
      91228 |                   Waldemar Oliveira |                          Trabalho e Emprego |               4 |                     0
     160569 |                    Waldenor Pereira |                                    Educação |               4 |                     0
     160569 |                    Waldenor Pereira |  Processo Legislativo e Atuação Parlamentar |               4 |                     0
      74044 |                     Wilson Santiago |                          Trabalho e Emprego |               4 |                     0
     204571 |                        Alex Santana |            Direito Penal e Processual Penal |               3 |                     1
     204571 |                        Alex Santana |                 Direitos Humanos e Minorias |               3 |                     1
     220699 |                         Castro Neto |                 Direitos Humanos e Minorias |               3 |                     1
      74537 |                      Claudio Cajado |               Finanças Públicas e Orçamento |               3 |                     1
      92699 |                   Fernando Monteiro |               Finanças Públicas e Orçamento |               3 |                     1
     204497 |                      Júnior Ferrari |               Finanças Públicas e Orçamento |               3 |                     1
     188097 |                      Merlong Solano |               Finanças Públicas e Orçamento |               3 |                     1
     171786 |                       Miguel Ângelo |               Finanças Públicas e Orçamento |               3 |                     1
     179001 |                      Márcio Biolchi |               Finanças Públicas e Orçamento |               3 |                     1
     204567 |                      Raimundo Costa |               Finanças Públicas e Orçamento |               3 |                     1
     160527 |                   Aguinaldo Ribeiro |                          Defesa e Segurança |               3 |                     0
     204571 |                        Alex Santana |                       Administração Pública |               3 |                     0
     204571 |                        Alex Santana |                          Defesa e Segurança |               3 |                     0
     204571 |                        Alex Santana |               Finanças Públicas e Orçamento |               3 |                     0
     204571 |                        Alex Santana |             Viação, Transporte e Mobilidade |               3 |                     0
     226708 |                        Allan Garcês |                          Defesa e Segurança |               3 |                     0
     226708 |                        Allan Garcês |  Processo Legislativo e Atuação Parlamentar |               3 |                     0
     226708 |                        Allan Garcês |                                       Saúde |               3 |                     0
      74537 |                      Claudio Cajado |  Processo Legislativo e Atuação Parlamentar |               3 |                     0
     221339 |                        Dr. Benjamim |                                       Saúde |               3 |                     0
      74454 |                    Eunício Oliveira |               Finanças Públicas e Orçamento |               3 |                     0
     178905 |                        Fabio Garcia |               Finanças Públicas e Orçamento |               3 |                     0
     178905 |                        Fabio Garcia |  Processo Legislativo e Atuação Parlamentar |               3 |                     0
      92699 |                   Fernando Monteiro |                       Administração Pública |               3 |                     0
     225727 |                            Flavinha | Agricultura, Pecuária, Pesca e Extrativismo |               3 |                     0
      74270 |                 Gilberto Nascimento |                          Defesa e Segurança |               3 |                     0
      74270 |                 Gilberto Nascimento |                 Direitos Humanos e Minorias |               3 |                     0
      74270 |                 Gilberto Nascimento |               Finanças Públicas e Orçamento |               3 |                     0
      74270 |                 Gilberto Nascimento |               Finanças Públicas e Orçamento |               3 |                     0
     204419 |                   Glaustin da Fokus |                 Direitos Humanos e Minorias |               3 |                     0
      74141 |                        Josias Gomes |               Finanças Públicas e Orçamento |               3 |                     0
     204497 |                      Júnior Ferrari |                          Defesa e Segurança |               3 |                     0
     204506 |                      Marcos Pereira |               Finanças Públicas e Orçamento |               3 |                     0
     204506 |                      Marcos Pereira |  Processo Legislativo e Atuação Parlamentar |               3 |                     0
     188097 |                      Merlong Solano |                       Administração Pública |               3 |                     0
     188097 |                      Merlong Solano |  Processo Legislativo e Atuação Parlamentar |               3 |                     0
     160558 |                  Paulo Freire Costa |               Finanças Públicas e Orçamento |               3 |                     0
      74161 |                     Reginaldo Lopes |               Finanças Públicas e Orçamento |               3 |                     0
      74161 |                     Reginaldo Lopes |            Previdência e Assistência Social |               3 |                     0
     225386 |                   Renan Ferreirinha |                                    Educação |               3 |                     0
     204362 |                       Ricardo Guidi |               Finanças Públicas e Orçamento |               3 |                     0
     226837 |                       Saulo Pedroso |                          Defesa e Segurança |               3 |                     0
     226837 |                       Saulo Pedroso |             Viação, Transporte e Mobilidade |               3 |                     0
     160591 |                     Vinicius Gurgel |               Finanças Públicas e Orçamento |               3 |                     0
     160553 |                       Antonio Brito |                 Direitos Humanos e Minorias |               2 |                     1
     160553 |                       Antonio Brito |               Finanças Públicas e Orçamento |               2 |                     1
      73433 |                   Arlindo Chinaglia |               Finanças Públicas e Orçamento |               2 |                     1
     178975 |                        Baleia Rossi |               Finanças Públicas e Orçamento |               2 |                     1
     178962 |                        Carlos Gomes |                 Direitos Humanos e Minorias |               2 |                     1
      74574 |                     Paulo Magalhães |                 Direitos Humanos e Minorias |               2 |                     1
      74574 |                     Paulo Magalhães |               Finanças Públicas e Orçamento |               2 |                     1
      73433 |                   Arlindo Chinaglia |            Direito Civil e Processual Civil |               2 |                     0
      74646 |                         Aécio Neves |               Finanças Públicas e Orçamento |               2 |                     0
      74646 |                         Aécio Neves |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     178962 |                        Carlos Gomes |                       Administração Pública |               2 |                     0
     178962 |                        Carlos Gomes |                          Defesa e Segurança |               2 |                     0
     178962 |                        Carlos Gomes |               Finanças Públicas e Orçamento |               2 |                     0
     204450 |                     Doutor Luizinho |                          Defesa e Segurança |               2 |                     0
     204450 |                     Doutor Luizinho |                 Direitos Humanos e Minorias |               2 |                     0
     204450 |                     Doutor Luizinho |                                       Saúde |               2 |                     0
     204450 |                     Doutor Luizinho |                          Trabalho e Emprego |               2 |                     0
     226553 |                         Eliane Braz | Agricultura, Pecuária, Pesca e Extrativismo |               2 |                     0
     226553 |                         Eliane Braz |                                    Economia |               2 |                     0
     226553 |                         Eliane Braz | Meio Ambiente e Desenvolvimento Sustentável |               2 |                     0
     227324 |                     Henrique Júnior |              Direito e Defesa do Consumidor |               2 |                     0
     227324 |                     Henrique Júnior |       Energia, Recursos Hídricos e Minerais |               2 |                     0
     227324 |                     Henrique Júnior |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     100689 |                   Hildo do Candango |              Direito e Defesa do Consumidor |               2 |                     0
     100689 |                   Hildo do Candango |       Energia, Recursos Hídricos e Minerais |               2 |                     0
     100689 |                   Hildo do Candango |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     204563 |               Josimar Maranhãozinho |                       Administração Pública |               2 |                     0
     204563 |               Josimar Maranhãozinho |                 Direitos Humanos e Minorias |               2 |                     0
     204563 |               Josimar Maranhãozinho |                                       Saúde |               2 |                     0
     204448 |                 Luiz Antonio Corrêa |               Finanças Públicas e Orçamento |               2 |                     0
     204448 |                 Luiz Antonio Corrêa |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     227275 |                    Mariana Carvalho |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     178987 |                       Orlando Silva |                       Administração Pública |               2 |                     0
     178987 |                       Orlando Silva |                    Arte, Cultura e Religião |               2 |                     0
     178987 |                       Orlando Silva |              Direito e Defesa do Consumidor |               2 |                     0
     178987 |                       Orlando Silva |                           Direito e Justiça |               2 |                     0
     178987 |                       Orlando Silva |               Finanças Públicas e Orçamento |               2 |                     0
     178987 |                       Orlando Silva |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     178987 |                       Orlando Silva |                          Trabalho e Emprego |               2 |                     0
     204422 |                       Ossesio Silva |              Direito e Defesa do Consumidor |               2 |                     0
     204422 |                       Ossesio Silva |       Energia, Recursos Hídricos e Minerais |               2 |                     0
     204422 |                       Ossesio Silva |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     204422 |                       Ossesio Silva |                                       Saúde |               2 |                     0
     141516 |                     Paulo Abi-Ackel |               Finanças Públicas e Orçamento |               2 |                     0
     141516 |                     Paulo Abi-Ackel |            Previdência e Assistência Social |               2 |                     0
     204492 |                        Paulo Guedes |                    Arte, Cultura e Religião |               2 |                     0
     204492 |                        Paulo Guedes |              Direito e Defesa do Consumidor |               2 |                     0
     204492 |                        Paulo Guedes |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
      74574 |                     Paulo Magalhães |              Direito e Defesa do Consumidor |               2 |                     0
      74574 |                     Paulo Magalhães |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     163321 |                    Ronaldo Nogueira |              Direito e Defesa do Consumidor |               2 |                     0
     163321 |                    Ronaldo Nogueira |       Energia, Recursos Hídricos e Minerais |               2 |                     0
     163321 |                    Ronaldo Nogueira |            Previdência e Assistência Social |               2 |                     0
     163321 |                    Ronaldo Nogueira |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
      73604 |                          Rui Falcão |                             Esporte e Lazer |               2 |                     0
      73604 |                          Rui Falcão |               Finanças Públicas e Orçamento |               2 |                     0
      73604 |                          Rui Falcão |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     160621 |                         Sandro Alex |                          Defesa e Segurança |               2 |                     0
     160621 |                         Sandro Alex |                 Direitos Humanos e Minorias |               2 |                     0
     227310 |                      Silvio Antonio |  Processo Legislativo e Atuação Parlamentar |               2 |                     0
     178832 |                             Leandre |            Direito Penal e Processual Penal |               1 |                     1
     178832 |                             Leandre |                 Direitos Humanos e Minorias |               1 |                     1
     178832 |                             Leandre |              Indústria, Comércio e Serviços |               1 |                     1
     204431 |              Marcos Aurélio Sampaio |                 Direitos Humanos e Minorias |               1 |                     1
     204431 |              Marcos Aurélio Sampaio |               Finanças Públicas e Orçamento |               1 |                     1
     204431 |              Marcos Aurélio Sampaio |               Política, Partidos e Eleições |               1 |                     1
     164360 |                      Carmen Zanotto |                 Direitos Humanos e Minorias |               1 |                     0
     164360 |                      Carmen Zanotto |                                       Saúde |               1 |                     0
     227401 |                      Dr Fabio Rueda |                       Administração Pública |               1 |                     0
     227401 |                      Dr Fabio Rueda |                                    Educação |               1 |                     0
     227401 |                      Dr Fabio Rueda |                                       Saúde |               1 |                     0
     132504 |                          Enio Verri |            Homenagens e Datas Comemorativas |               1 |                     0
     171623 |                          Fabio Reis |                          Defesa e Segurança |               1 |                     0
     171623 |                          Fabio Reis |              Direito e Defesa do Consumidor |               1 |                     0
     171623 |                          Fabio Reis |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     171623 |                          Fabio Reis |  Processo Legislativo e Atuação Parlamentar |               1 |                     0
     227370 |                       Felipe Saliba |            Direito Penal e Processual Penal |               1 |                     0
     227370 |                       Felipe Saliba |                           Direito e Justiça |               1 |                     0
     227370 |                       Felipe Saliba |                 Direitos Humanos e Minorias |               1 |                     0
     227370 |                       Felipe Saliba |                 Direitos Humanos e Minorias |               1 |                     0
     178909 |                         Hélio Leite |                          Defesa e Segurança |               1 |                     0
     178909 |                         Hélio Leite |                 Direitos Humanos e Minorias |               1 |                     0
     178909 |                         Hélio Leite |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     220677 |                      Keniston Braga |                       Administração Pública |               1 |                     0
     220677 |                      Keniston Braga |                          Defesa e Segurança |               1 |                     0
     220677 |                      Keniston Braga |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     220677 |                      Keniston Braga |               Finanças Públicas e Orçamento |               1 |                     0
      74299 |                   Leônidas Cristino |                          Defesa e Segurança |               1 |                     0
      74299 |                   Leônidas Cristino |                           Direito e Justiça |               1 |                     0
      74299 |                   Leônidas Cristino |            Previdência e Assistência Social |               1 |                     0
      74299 |                   Leônidas Cristino |                          Trabalho e Emprego |               1 |                     0
     204431 |              Marcos Aurélio Sampaio |                       Administração Pública |               1 |                     0
     204431 |              Marcos Aurélio Sampaio |                           Direito e Justiça |               1 |                     0
     204431 |              Marcos Aurélio Sampaio |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     204431 |              Marcos Aurélio Sampaio |                          Trabalho e Emprego |               1 |                     0
     141518 |                   Paulinho da Força |              Direito e Defesa do Consumidor |               1 |                     0
     141518 |                   Paulinho da Força |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     141518 |                   Paulinho da Força |  Processo Legislativo e Atuação Parlamentar |               1 |                     0
     128760 |                    Paulo Marinho Jr |              Direito e Defesa do Consumidor |               1 |                     0
     128760 |                    Paulo Marinho Jr |                 Direitos Humanos e Minorias |               1 |                     0
     128760 |                    Paulo Marinho Jr |                                    Educação |               1 |                     0
     128760 |                    Paulo Marinho Jr |       Energia, Recursos Hídricos e Minerais |               1 |                     0
     128760 |                    Paulo Marinho Jr |               Finanças Públicas e Orçamento |               1 |                     0
     128760 |                    Paulo Marinho Jr |  Processo Legislativo e Atuação Parlamentar |               1 |                     0
     141488 |                      Paulo Teixeira |            Direito Civil e Processual Civil |               1 |                     0
     222565 |                      Soldado Noelio |                       Administração Pública |               1 |                     0
     222565 |                      Soldado Noelio |                          Defesa e Segurança |               1 |                     0
     222565 |                      Soldado Noelio |                          Trabalho e Emprego |               1 |                     0
     220715 |                         Amom Mandel |                       Administração Pública |             388 |                     0
      74084 |                     Raimundo Santos |                                       Saúde |             322 |                     0
     220604 |                      Marcos Tavares |               Finanças Públicas e Orçamento |             259 |                     0
     220713 |                       Saullo Vianna |                 Direitos Humanos e Minorias |             228 |                     0
      74356 |                        Silas Câmara | Meio Ambiente e Desenvolvimento Sustentável |             190 |                     0
     204572 |                Capitão Alberto Neto |                                       Saúde |             121 |                     0
     220574 |                 Cabo Gilberto Silva |                       Administração Pública |             107 |                     0
     220568 |                       Gustavo Gayer |                       Administração Pública |             102 |                     0
     178871 |                Evair Vieira de Melo |                       Administração Pública |              95 |                     0
     160512 |                       Aureo Ribeiro |                       Administração Pública |              89 |                     0
     220547 |                       Marcos Pollon |                       Administração Pública |              73 |                     0
     220714 |                         Adail Filho |       Energia, Recursos Hídricos e Minerais |              68 |                     0
      74856 |                      Laura Carneiro |               Finanças Públicas e Orçamento |              65 |                     1
     204528 |                     Adriana Ventura |                       Administração Pública |              56 |                     0
     220695 |                      Rogéria Santos |                 Direitos Humanos e Minorias |              49 |                     0
     220579 |                       Silvia Waiãpi |                 Direitos Humanos e Minorias |              47 |                     0
     178947 |                 Sóstenes Cavalcante |                 Direitos Humanos e Minorias |              47 |                     0
     220623 |                       Duda Salabert | Meio Ambiente e Desenvolvimento Sustentável |              46 |                     0
     229225 |         Missionária Michele Collins |                                       Saúde |              39 |                     0
     220673 |                    Delegado Caveira |                                       Saúde |              38 |                     0
     220686 |                          Duarte Jr. |                 Direitos Humanos e Minorias |              37 |                     0
     209787 |                    Nikolas Ferreira |                       Administração Pública |              36 |                     0
     160548 |                     Jonas Donizette |            Direito Civil e Processual Civil |              35 |                     0
     156190 |                   Marcel van Hattem |                       Administração Pública |              34 |                     0
     204526 | Luiz Philippe de Orleans e Bragança |                       Administração Pública |              33 |                     0
     178843 |                        Marx Beltrão |                 Direitos Humanos e Minorias |              32 |                     0
     220613 |                Roberto Monteiro Pai |               Finanças Públicas e Orçamento |              32 |                     0
     220538 |                         Albuquerque |                 Direitos Humanos e Minorias |              31 |                     0
     204536 |                       Kim Kataguiri |                       Administração Pública |              28 |                     0
     220559 |                       Julia Zanatta |                       Administração Pública |              27 |                     0
     204365 |                      Gilson Marques |                       Administração Pública |              26 |                     0
     204472 |                       José Medeiros |                       Administração Pública |              26 |                     0
     220530 |                      Messias Donato |                       Administração Pública |              26 |                     0
     220569 |                        Silvye Alves |                 Direitos Humanos e Minorias |              25 |                     1
     204412 |                 Dr. Zacharias Calil |                                       Saúde |              25 |                     0
      98148 |                          Cobalchini |                                       Saúde |              24 |                     0
     204518 |                       Dr. Frederico |                                       Saúde |              24 |                     0
      73579 |                       Alberto Fraga |                          Defesa e Segurança |              23 |                     0
     220595 |                    Coronel Fernanda |                 Direitos Humanos e Minorias |              23 |                     0
     160598 |                       Flávia Morais |                                       Saúde |              23 |                     0
     204534 |                       Tabata Amaral |                                    Educação |              23 |                     0
     220645 |                        Erika Hilton |                 Direitos Humanos e Minorias |              22 |                     1
     204462 |                      Chris Tonietto |                                       Saúde |              22 |                     0
      80815 |                          Leo Prates |                                       Saúde |              22 |                     0
     220630 |                        Pedro Aihara |                 Direitos Humanos e Minorias |              22 |                     0
     204535 |                        Sâmia Bomfim |                 Direitos Humanos e Minorias |              22 |                     0
     206018 |                      Célia Xakriabá |                 Direitos Humanos e Minorias |              21 |                     1
      73486 |                    Pompeo de Mattos |            Cidades e Desenvolvimento Urbano |              21 |                     1
     220654 |            Delegado Paulo Bilynskyj |                 Direitos Humanos e Minorias |              21 |                     0
      73486 |                    Pompeo de Mattos |               Finanças Públicas e Orçamento |              21 |                     0
     204407 |                 Fernanda Melchionna |                 Direitos Humanos e Minorias |              20 |                     2
     141470 |                      José Guimarães |               Finanças Públicas e Orçamento |              18 |                     9
     220701 |             Delegado Matheus Laiola |            Direito Penal e Processual Penal |              18 |                     0
     220619 |                    Delegado Ramagem |            Direito Penal e Processual Penal |              18 |                     0
     204444 |                         Helio Lopes |                 Direitos Humanos e Minorias |              18 |                     0
     220558 |                           Zé Trovão |                       Administração Pública |              18 |                     0
     220659 |                  Dayany Bittencourt |            Direito Penal e Processual Penal |              17 |                     0
     220565 |            Delegada Adriana Accorsi |                 Direitos Humanos e Minorias |              17 |                     0
     220610 |                 Dr. Fernando Máximo |                 Direitos Humanos e Minorias |              17 |                     0
     220540 |                          Duda Ramos |                       Administração Pública |              17 |                     0
     220618 |                   Sargento Portugal |            Direito Penal e Processual Penal |              17 |                     0
     160575 |                         Erika Kokay |                       Administração Pública |              16 |                     0
     220640 |                     Juliana Cardoso |                 Direitos Humanos e Minorias |              16 |                     0
     220615 |              Pastor Henrique Vieira |                 Direitos Humanos e Minorias |              16 |                     0
     220586 |                        Rafael Brito |                                    Educação |              16 |                     0
     165470 |                   Rodrigo Valadares |                       Administração Pública |              16 |                     0
     204557 |                        Sidney Leite |                       Administração Pública |              16 |                     0
     178829 |                     Capitão Augusto |                 Direitos Humanos e Minorias |              15 |                     0
     220666 |                       Coronel Meira |                       Administração Pública |              15 |                     0
     220666 |                       Coronel Meira |                          Defesa e Segurança |              15 |                     0
     204488 |                       Célio Studart | Meio Ambiente e Desenvolvimento Sustentável |              15 |                     0
     220557 |                     Daniela Reinehr |                       Administração Pública |              15 |                     0
     204511 |                        David Soares |                 Direitos Humanos e Minorias |              15 |                     0
     220534 |                       Fred Linhares |                                       Saúde |              15 |                     0
     204473 |                       General Girão |                 Direitos Humanos e Minorias |              15 |                     0
     220670 |                          Iza Arruda |                                       Saúde |              15 |                     0
     220546 |                    Rodolfo Nogueira |                 Direitos Humanos e Minorias |              15 |                     0
     220644 |                      Rosangela Moro |                                       Saúde |              15 |                     0
     204464 |                     Talíria Petrone |                 Direitos Humanos e Minorias |              14 |                     1
     204388 |                          Bibo Nunes |                       Administração Pública |              14 |                     0
     220690 |                       Capitão Alden |                 Direitos Humanos e Minorias |              14 |                     0
     229106 |                         Carla Ayres |                 Direitos Humanos e Minorias |              14 |                     0
     204507 |                      Carla Zambelli |                 Direitos Humanos e Minorias |              14 |                     0
      88256 |                 Clodoaldo Magalhães |                                       Saúde |              14 |                     0
     204378 |                 Coronel Chrisóstomo |                 Direitos Humanos e Minorias |              14 |                     0
     220531 |                       Gilvan Maximo |             Viação, Transporte e Mobilidade |              14 |                     0
     204387 |                      Sargento Fahur |                 Direitos Humanos e Minorias |              14 |                     0
     220552 |                               Zucco |               Finanças Públicas e Orçamento |              14 |                     0
     204374 |                           Bia Kicis |                                       Saúde |              13 |                     1
     178954 |                      Lucio Mosquini | Meio Ambiente e Desenvolvimento Sustentável |              13 |                     1
     204374 |                           Bia Kicis |                       Administração Pública |              13 |                     0
     204374 |                           Bia Kicis |               Finanças Públicas e Orçamento |              13 |                     0
     220548 |                         Camila Jara |                 Direitos Humanos e Minorias |              13 |                     0
     220548 |                         Camila Jara | Meio Ambiente e Desenvolvimento Sustentável |              13 |                     0
      74171 |                       Chico Alencar |                       Administração Pública |              13 |                     0
     220665 |                     Clarissa Tércio |                 Direitos Humanos e Minorias |              13 |                     0
     220555 |                       Daiana Santos |                 Direitos Humanos e Minorias |              13 |                     0
      74374 |                     Geraldo Resende |                 Direitos Humanos e Minorias |              13 |                     0
     220578 |                           Josenildo |                 Direitos Humanos e Minorias |              13 |                     0
     220648 |                           Marangoni |                 Direitos Humanos e Minorias |              13 |                     0
     220667 |                        Pedro Campos |                 Direitos Humanos e Minorias |              13 |                     0
     220667 |                        Pedro Campos | Meio Ambiente e Desenvolvimento Sustentável |              13 |                     0
     178989 |                        Renata Abreu |               Finanças Públicas e Orçamento |              13 |                     0
     104552 |                        Socorro Neri |                       Administração Pública |              13 |                     0
     227433 |                      Douglas Viegas |                             Esporte e Lazer |              12 |                     1
      74784 |                      Luiza Erundina |                 Direitos Humanos e Minorias |              12 |                     1
     221338 |       Professora Luciene Cavalcante |                 Direitos Humanos e Minorias |              12 |                     1
     220556 |                      Ana Paula Lima |                 Direitos Humanos e Minorias |              12 |                     0
     220657 |                     André Fernandes |                       Administração Pública |              12 |                     0
     220549 |                           Any Ortiz |               Finanças Públicas e Orçamento |              12 |                     0
     220629 |                             Dandara |                 Direitos Humanos e Minorias |              12 |                     0
     220642 |                 Delegado Bruno Lima | Meio Ambiente e Desenvolvimento Sustentável |              12 |                     0
     220583 |                Delegado Fabio Costa |                 Direitos Humanos e Minorias |              12 |                     0
     178929 |                        Diego Garcia |                                       Saúde |              12 |                     0
     220545 |                      Filipe Martins |                 Direitos Humanos e Minorias |              12 |                     0
     220611 |                    General Pazuello |            Direito Penal e Processual Penal |              12 |                     0
     204457 |                     Juninho do Pneu |                                       Saúde |              12 |                     0
     160161 |                     Marcelo Queiroz | Meio Ambiente e Desenvolvimento Sustentável |              12 |                     0
     178986 |                         Nilto Tatto | Meio Ambiente e Desenvolvimento Sustentável |              12 |                     0
     204570 |                          Pastor Gil |                 Direitos Humanos e Minorias |              12 |                     0
     160604 |                         Pedro Uczai |               Finanças Públicas e Orçamento |              12 |                     0
     220598 |                      Tarcísio Motta |               Finanças Públicas e Orçamento |              12 |                     0
     220536 |                Zé Haroldo Cathedral |                 Direitos Humanos e Minorias |              12 |                     0
     220554 |               Alexandre Lindenmeyer |                       Administração Pública |              11 |                     0
     123756 |                       Antônia Lúcia |                 Direitos Humanos e Minorias |              11 |                     0
     141421 |                    Eduardo da Fonte |                                       Saúde |              11 |                     0
     220656 |                     Fernanda Pessoa |                 Direitos Humanos e Minorias |              11 |                     0
     220529 |                       Gilson Daniel |                       Administração Pública |              11 |                     0
     178964 |                       Heitor Schuch |               Finanças Públicas e Orçamento |              11 |                     0
     220697 |                      Jadyel Alencar |                       Administração Pública |              11 |                     0
      74253 |                         Julio Lopes |       Energia, Recursos Hídricos e Minerais |              11 |                     0
     204520 |                        Junio Amaral |                       Administração Pública |              11 |                     0
     204550 |                         Júnior Mano |                       Administração Pública |              11 |                     0
     178943 |                       Marcos Soares |                                       Saúde |              11 |                     0
     204540 |                         Maria Rosas |                                       Saúde |              11 |                     0
     220655 |                         Mario Frias |                       Administração Pública |              11 |                     0
     220655 |                         Mario Frias |                 Direitos Humanos e Minorias |              11 |                     0
     220647 |                      Mauricio Neves |               Finanças Públicas e Orçamento |              11 |                     0
     220706 |                            Padovani |               Finanças Públicas e Orçamento |              11 |                     0
     161440 |                             Pezenti |                 Direitos Humanos e Minorias |              11 |                     0
     220633 |                      Ricardo Salles |                       Administração Pública |              11 |                     0
     160629 |                    Romero Rodrigues |                 Direitos Humanos e Minorias |              11 |                     0
     163321 |                    Ronaldo Nogueira |                       Administração Pública |              11 |                     0
     220621 |                  Sargento Gonçalves |            Direito Penal e Processual Penal |              11 |                     0
     220621 |                  Sargento Gonçalves |                 Direitos Humanos e Minorias |              11 |                     0
      72442 |                     Felipe Carreras |               Finanças Públicas e Orçamento |              10 |                     1
     160559 |                       Alceu Moreira |               Finanças Públicas e Orçamento |              10 |                     0
     220576 |                      Alfredo Gaspar |                       Administração Pública |              10 |                     0
     226708 |                        Allan Garcês |                                       Saúde |              10 |                     0
      73701 |                   Benedita da Silva |                 Direitos Humanos e Minorias |              10 |                     0
     220635 |                         Bruno Ganem |                                       Saúde |              10 |                     0
     204409 |                     Daniel Trzeciak |               Finanças Públicas e Orçamento |              10 |                     0
     220652 |                    Delegado Palumbo |            Direito Penal e Processual Penal |              10 |                     0
     220652 |                    Delegado Palumbo |                 Direitos Humanos e Minorias |              10 |                     0
     204351 |                     Dr. Luiz Ovando |                 Direitos Humanos e Minorias |              10 |                     0
     226179 |                       Gisela Simona |                 Direitos Humanos e Minorias |              10 |                     0
      98615 |                              Ismael |                 Direitos Humanos e Minorias |              10 |                     0
      73531 |                        Ivan Valente |                 Direitos Humanos e Minorias |              10 |                     0
      73778 |                   Luiz Carlos Hauly |               Finanças Públicas e Orçamento |              10 |                     0
      74041 |                          Luiz Couto |                 Direitos Humanos e Minorias |              10 |                     0
     220566 |                         Lêda Borges |                 Direitos Humanos e Minorias |              10 |                     0
     220599 |                    Marcelo Crivella |                       Administração Pública |              10 |                     0
     220550 |                     Mauricio Marcon |                 Direitos Humanos e Minorias |              10 |                     0
     220550 |                     Mauricio Marcon |               Finanças Públicas e Orçamento |              10 |                     0
     220628 |                   Mauricio do Vôlei |                 Direitos Humanos e Minorias |              10 |                     0
     204479 |                           Nicoletti |                       Administração Pública |              10 |                     0
     204422 |                       Ossesio Silva |                 Direitos Humanos e Minorias |              10 |                     0
